trade_id,selected_SL,final_r_X,peak_mfe_X,peak_mfe_atr,reached_1R_X,wrong_way_pre_peak_X,mono_pre_peak_X,sl_triggered,truncated_at_bar,peak_mfe_bar_X
5,3,-1,3.606879461,10.82063838,1,0,0.5405405405,1,201,84
7,3,4.061397521,5.772017853,17.31605356,1,0,0.519047619,0,240,211
11,3,5.046967374,5.518214785,16.55464436,1,0,0.5471698113,0,240,213
16,3,2.659864621,3.618841391,10.85652417,1,0,0.5195530726,0,240,195
23,3,-1,2.284244959,6.852734878,1,0,0.609375,1,169,76
24,3,-1,1.217902571,3.653707714,1,0,0.5441176471,1,150,78
29,3,-1,3.394212881,10.18263864,1,0,0.525862069,1,233,136
30,3,1.952978627,2.392791509,7.178374526,1,0,0.5321100917,0,240,222
35,3,5.365583149,5.780447825,17.34134347,1,0,0.5582822086,0,240,165
38,3,3.212127374,4.660104907,13.98031472,1,0,0.5492957746,0,240,74
46,3,-1,2.7801033,8.3403099,1,0,0.5849056604,1,226,54
51,3,-1,1.187974001,3.563922002,1,0,0.6060606061,1,65,41
54,3,4.227673698,4.40708739,13.22126217,1,0,0.5364806867,0,240,236
65,3,7.47208612,7.617410327,22.85223098,1,0,0.6,0,240,212
72,3,2.789646513,3.069002785,9.207008356,1,0,0.5579399142,0,240,233
74,3,4.810047029,5.792363947,17.37709184,1,0,0.578680203,0,240,209
86,3,-1,1.200594654,3.601783962,1,0,0.6136363636,1,96,66
100,3,2.059152485,7.196839873,21.59051962,1,0,0.5669291339,0,240,134
104,3,3.416548343,4.144104365,12.43231309,1,0,0.5939393939,0,240,173
110,3,2.283023531,3.468746227,10.40623868,1,0,0.5106382979,0,240,211
114,3,-1,2.206016387,6.61804916,1,0,0.5563380282,1,188,149
117,3,1.687069332,2.206683334,6.620050002,1,0,0.72,0,240,28
121,3,-1,1.845869066,5.537607198,1,0,0.5405405405,1,188,74
122,3,5.915232021,8.046473273,24.13941982,1,0,0.5852534562,0,240,218
124,3,8.009085847,8.009085847,24.02725754,1,0,0.5333333333,0,240,240
