trade_id,archetype_id
0,1
1,0
2,1
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,0
38,1
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,1
52,0
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,1
83,1
84,1
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,1
93,1
94,0
95,1
96,0
97,1
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,1
125,1
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,0
138,1
139,0
140,1
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,1
151,1
152,1
153,0
154,0
155,0
156,0
157,1
158,0
159,1
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,1
178,1
179,1
180,0
181,0
182,1
183,0
184,0
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,0
196,1
197,1
198,0
199,1
200,1
201,0
202,0
203,0
204,0
205,0
206,0
207,1
208,1
209,1
210,1
211,0
212,0
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,1
222,0
223,0
224,1
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,1
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,0
246,1
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,1
270,0
271,0
272,0
273,1
274,0
275,0
276,1
277,0
278,0
279,0
280,0
281,0
282,0
283,1
284,0
285,1
286,1
287,1
288,0
289,0
290,1
291,1
292,1
293,1
294,1
295,0
296,0
297,0
298,1
299,1
300,1
301,1
302,1
303,0
304,1
305,1
306,1
307,1
308,1
309,0
310,0
311,0
312,0
313,1
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,1
324,1
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,0
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,0
367,0
368,0
369,0
370,1
371,1
372,1
373,1
374,1
375,1
376,0
377,0
378,1
379,1
380,0
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,0
390,0
391,1
392,1
393,0
394,1
395,0
396,0
397,1
398,0
399,1
400,1
401,1
402,1
403,0
404,0
405,1
406,0
407,1
408,0
409,1
410,0
411,1
412,1
413,0
414,1
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,0
438,1
439,1
440,0
441,0
442,1
443,1
444,0
445,1
446,0
447,0
448,1
449,1
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,0
463,0
464,0
465,0
466,1
467,0
468,0
469,0
470,1
471,1
472,1
473,0
474,0
475,1
476,1
477,1
478,0
479,1
480,1
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,1
497,1
498,0
499,0
500,0
501,0
502,1
503,1
504,1
505,1
506,0
507,1
508,1
509,1
510,1
511,0
512,0
513,1
514,1
515,1
516,1
517,0
518,0
519,1
520,0
521,0
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,0
531,1
532,1
533,1
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,1
544,0
545,1
546,1
547,1
548,1
549,0
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,0
571,0
572,0
573,0
574,0
575,1
576,1
577,1
578,1
579,1
580,1
581,0
582,0
583,0
584,0
585,1
586,1
587,1
588,0
589,1
590,0
591,0
592,0
593,0
594,0
595,1
596,1
597,1
598,1
599,0
600,0
601,0
602,0
603,1
604,1
605,1
606,1
607,1
608,0
609,1
610,1
611,0
612,1
613,1
614,0
615,0
616,0
617,0
618,1
619,1
620,0
621,0
622,0
623,1
624,0
625,0
626,0
627,1
628,0
629,1
630,0
631,0
632,1
633,1
634,1
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,1
652,0
653,0
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,1
663,0
664,0
665,0
666,1
667,0
668,1
669,0
670,1
671,1
672,1
673,0
674,0
675,0
676,1
677,0
678,0
679,1
680,1
681,0
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,0
690,1
691,1
692,1
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,0
706,1
707,0
708,0
709,1
710,1
711,1
712,0
713,0
714,0
715,0
716,0
717,0
718,1
719,0
720,1
721,0
722,0
723,0
724,0
725,1
726,0
727,0
728,1
729,1
730,1
731,1
732,0
733,0
734,0
735,1
736,0
737,0
738,0
739,1
740,1
741,1
742,1
743,0
744,0
745,1
746,1
747,1
748,1
749,0
750,0
751,1
752,0
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,0
767,1
768,1
769,0
770,0
771,0
772,1
773,1
774,1
775,0
776,0
777,0
778,0
779,0
780,1
781,1
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,1
793,0
794,0
795,0
796,1
797,0
798,0
799,1
800,0
801,1
802,0
803,0
804,0
805,1
806,1
807,1
808,1
809,1
810,1
811,0
812,1
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,1
825,1
826,0
827,0
828,1
829,1
830,1
831,1
832,1
833,0
834,0
835,0
836,1
837,0
838,0
839,0
840,1
841,1
842,1
843,0
844,1
845,1
846,1
847,1
848,0
849,0
850,0
851,0
852,0
853,0
854,1
855,1
856,1
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,1
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,0
884,1
885,1
886,0
887,0
888,1
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,1
911,0
912,1
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,1
932,1
933,0
934,1
935,1
936,0
937,0
938,1
939,1
940,1
941,1
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,1
950,1
951,1
952,0
953,0
954,0
955,1
956,0
957,0
958,0
959,0
960,1
961,0
962,0
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,0
973,1
974,1
975,1
976,0
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,1
989,1
990,0
991,1
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,0
1019,1
1020,0
1021,0
1022,0
1023,1
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0
1038,0
1039,0
1040,1
1041,0
1042,0
1043,0
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,1
1068,0
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,0
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,1
1110,1
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,0
1140,1
1141,1
1142,1
1143,0
1144,1
1145,1
1146,0
1147,0
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,0
1165,1
1166,1
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,0
1174,0
1175,0
1176,1
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,0
1203,0
1204,0
1205,1
1206,0
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,1
1220,1
1221,1
1222,0
1223,0
1224,1
1225,1
1226,1
1227,1
1228,1
