trade_id,cluster_label
1,0
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,0
10,2
11,0
12,1
13,0
14,0
15,2
16,1
17,2
18,0
19,1
20,1
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,0
29,0
30,2
31,1
32,2
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,2
42,0
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,2
58,1
59,0
60,0
61,2
62,0
63,0
64,1
65,0
66,0
67,0
68,0
69,0
70,2
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,2
80,1
81,1
82,0
83,1
84,1
85,0
86,1
87,1
88,1
89,0
90,1
91,0
92,1
93,1
94,1
95,0
96,2
97,2
98,1
99,0
100,1
101,0
102,0
103,0
104,2
105,2
106,1
107,1
108,2
109,1
110,1
111,0
112,0
113,0
114,2
115,0
116,1
117,1
118,1
119,0
120,1
121,1
122,1
123,1
124,1
125,0
126,0
127,0
128,2
129,0
130,0
131,1
132,0
133,1
134,0
135,1
136,0
137,0
138,0
139,2
140,1
141,0
142,0
143,1
144,2
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,0
153,1
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,0
177,1
178,1
179,0
180,0
181,1
182,1
183,0
184,2
185,0
186,0
187,1
188,0
189,0
190,1
191,0
192,1
193,2
194,2
195,2
196,2
197,0
198,1
199,2
200,0
201,0
202,0
203,1
204,0
205,0
206,1
207,1
208,0
209,0
210,1
211,2
212,0
213,1
214,2
215,2
216,0
217,1
218,0
219,1
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,1
228,1
229,0
230,0
231,0
232,0
233,1
234,1
235,0
236,2
237,0
238,1
239,1
240,0
241,2
242,1
243,1
244,1
245,1
246,2
247,0
248,1
249,2
250,2
251,1
252,0
253,0
254,0
255,2
256,2
257,0
258,0
259,0
260,1
261,1
262,2
263,2
264,2
265,1
266,1
267,1
268,1
269,1
270,0
271,1
272,0
273,2
274,0
275,0
276,1
277,1
278,0
