pair,1,2,3,4,5,6,7
AUD_CAD,0.5481927733623858,0.5861009424260564,0.5975011573911702,0.456529018969233,0.5120252876699868,0.670157858545499,0.4514596498307851
AUD_CHF,0.527659830190413,0.510743177309094,0.5520286699518645,0.5389859610365316,0.48353311913000496,0.6096328483831106,0.6307549035755038
AUD_JPY,0.4798648136306585,0.5078789261704001,0.5854755448604767,0.4949347284439633,0.5092995985911163,0.6111198548538701,0.5025047678212414
AUD_NZD,0.5423378689754816,0.2934633808913346,0.5416074462360969,0.47919446507831703,0.46710583027877095,0.697162673689775,0.655857996088216
AUD_USD,0.5411866257637732,0.5133000027918624,0.5723289369956686,0.5311265464861041,0.4757980802584506,0.5398403385691521,0.3779185607103454
CAD_CHF,0.5542223697463602,0.4550997888250363,0.6418791019349935,0.43424986598767085,0.522031153174469,0.611489975354014,0.5057530910736425
CAD_JPY,0.4533466565951637,0.5366897680412889,0.48608516559815,0.6418009296545071,0.5233488924167815,0.5351914272529006,0.3455459865528
CHF_JPY,0.42898009192360587,0.5240676734765762,0.4925910891332693,0.42418090855206086,0.577089093268634,0.615739347035552,0.3672229971268208
EUR_AUD,0.5170000460063945,0.4423586377707891,0.5225412644036126,0.618665600956267,0.4562060693881421,0.5029478892270234,0.44951097335876633
EUR_CAD,0.5412490330985629,0.5745021257988827,0.4940454444588773,0.6288946453012747,0.6838426867003935,0.43731497117568274,0.5555595285771496
EUR_CHF,0.4828435800263121,0.48675422530344037,0.4859600498279989,0.6077929531028533,0.6133286680467753,0.5075195698409104,0.5677397910731244
EUR_GBP,0.46641827021073795,0.48214419632982763,0.6079299233304937,0.48582011590666463,0.6444752654140216,0.4852151996506524,0.6183739031201276
EUR_JPY,0.42459934381680564,0.5353883593863962,0.48069400276668184,0.44401787834670464,0.49913467924558497,0.4305293402836927,0.4379404268785425
EUR_NZD,0.5729761112481442,0.46730340199831594,0.5450637158720881,0.6029626551591388,0.37613215596118205,0.5063556800848146,0.495356869812145
EUR_USD,0.5022880226729554,0.5013247775413483,0.4968315372570691,0.5854075596800611,0.6722752410408229,0.6288872438250556,0.4677818966239424
GBP_AUD,0.3373883477263056,0.5696113122668423,0.48872495646449804,0.5063597608820507,0.5359308951038477,0.446538773215352,0.4280722181447348
GBP_CAD,0.4438116795039042,0.589528596772831,0.4989976005270379,0.5784683512944383,0.7161463406683221,0.4024667335319944,0.4833572784905509
GBP_CHF,0.5314212562852328,0.5398266951923187,0.5550769795229316,0.6656931166794984,0.4420843869809935,0.5734117444703357,0.4326322425631173
GBP_JPY,0.4745392152374752,0.48931248078970846,0.46279622596709746,0.5076397807759312,0.5709447063552973,0.5282361921687975,0.4391405298819239
GBP_NZD,0.4875787208010568,0.5961230233998646,0.5148632215275286,0.5155585928214881,0.43831548876512394,0.6070731351981352,0.4373486028369888
GBP_USD,0.5334086583979858,0.550527505568176,0.5239872117749027,0.5929117904803616,0.622686856815296,0.4910700228134438,0.4674011541264099
NZD_CAD,0.49098454898960153,0.533111749770633,0.7099286886897564,0.5317121083342669,0.5269578870602578,0.5769350297601896,0.41071288793427346
NZD_CHF,0.6183979687987036,0.4129604717840012,0.5888536348164357,0.4088753499826575,0.44618143769800034,0.46425752000078824,0.527445703558558
NZD_JPY,0.48657086307608116,0.3441970728906587,0.4839653533201692,0.5012099381597283,0.4954391928494988,0.48619366874421777,0.44412747234243005
NZD_USD,0.5720301382378893,0.38681167548072093,0.5136075476014501,0.4522120785601405,0.6409800478675317,0.48877252416123346,0.5731221483354141
USD_CAD,0.49331208947537275,0.5505878246611439,0.5171884019577543,0.5235413877733154,0.6693176649232898,0.47003528728040656,0.5415472642877952
USD_CHF,0.5720268201304537,0.5270004992003551,0.554966917143929,0.5508045124091251,0.5921304157853448,0.5433305609142607,0.5249314695029952
USD_JPY,0.44831735394527794,0.505128007325438,0.3404977817352454,0.567480574807322,0.6051977069047505,0.6419988729163124,0.41966580127448666
__OVERALL__,0.5298190095046792,0.5432217655017504,0.5962331174730222,0.5256063244569282,0.5695564311607617,0.5140467335411429,0.48413918716501225
