pair,signal_bar_time,lookup_date,d1_row_date_full,d1_row_date_trunc,feature,full_pipeline_value,truncated_pipeline_value,match
GBP_CAD,2021-09-29 04:00:00,2021-09-28,2021-09-28,2021-09-28,d1_bars_since_swing_low,32,32,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_trend_state,1,1,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_pos_in_20d_range,0.2590506838,0.2590506838,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_ret_5d_atr,-0.03961437365,-0.03961437365,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_rsi_14,44.7103526,44.7103526,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_close_above_kijun,0,0,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_bars_since_swing_high,14,14,1
EUR_USD,2024-06-25 04:00:00,2024-06-24,2024-06-24,2024-06-24,d1_bars_since_swing_low,49,49,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_trend_state,0,0,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_pos_in_20d_range,0.783625731,0.783625731,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_ret_5d_atr,1.314307439,1.314307439,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_rsi_14,65.08748555,65.08748555,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_close_above_kijun,1,1,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_bars_since_swing_high,15,15,1
AUD_NZD,2022-01-27 04:00:00,2022-01-26,2022-01-26,2022-01-26,d1_bars_since_swing_low,47,47,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_trend_state,0,0,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_pos_in_20d_range,0.2986314761,0.2986314761,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_ret_5d_atr,-0.6830848157,-0.6830848157,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_rsi_14,42.03001632,42.03001632,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_close_above_kijun,0,0,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_bars_since_swing_high,10,10,1
AUD_USD,2025-04-01 16:00:00,2025-03-31,2025-03-31,2025-03-31,d1_bars_since_swing_low,19,19,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_trend_state,1,1,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_pos_in_20d_range,0.3330446081,0.3330446081,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_ret_5d_atr,-0.1286590699,-0.1286590699,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_rsi_14,45.32004203,45.32004203,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_close_above_kijun,0,0,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_bars_since_swing_high,15,15,1
NZD_USD,2024-05-02 08:00:00,2024-05-01,2024-05-01,2024-05-01,d1_bars_since_swing_low,62,62,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_trend_state,0,0,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_pos_in_20d_range,0.704482462,0.704482462,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_ret_5d_atr,-1.371124111,-1.371124111,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_rsi_14,51.50435904,51.50435904,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_close_above_kijun,1,1,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_bars_since_swing_high,36,36,1
GBP_JPY,2023-08-25 12:00:00,2023-08-24,2023-08-24,2023-08-24,d1_bars_since_swing_low,19,19,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_trend_state,1,1,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_pos_in_20d_range,0.3931386185,0.3931386185,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_ret_5d_atr,0.5448115278,0.5448115278,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_rsi_14,50.99656015,50.99656015,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_close_above_kijun,0,0,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_bars_since_swing_high,15,15,1
AUD_JPY,2024-03-18 00:00:00,2024-03-17,2024-03-15,2024-03-15,d1_bars_since_swing_low,31,31,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_trend_state,0,0,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_pos_in_20d_range,0.4757559958,0.4757559958,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_ret_5d_atr,0.9338793071,0.9338793071,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_rsi_14,50.65073504,50.65073504,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_close_above_kijun,0,0,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_bars_since_swing_high,16,16,1
NZD_JPY,2023-12-26 16:00:00,2023-12-25,2023-12-25,2023-12-25,d1_bars_since_swing_low,12,12,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_trend_state,0,0,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_pos_in_20d_range,0.7776852623,0.7776852623,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_ret_5d_atr,0.1923983297,0.1923983297,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_rsi_14,59.47284301,59.47284301,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_close_above_kijun,1,1,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_bars_since_swing_high,45,45,1
CAD_CHF,2022-01-20 16:00:00,2022-01-19,2022-01-19,2022-01-19,d1_bars_since_swing_low,22,22,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_trend_state,0,0,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_pos_in_20d_range,0.2732275817,0.2732275817,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_ret_5d_atr,-0.50378042,-0.50378042,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_rsi_14,46.38198814,46.38198814,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_close_above_kijun,0,0,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_bars_since_swing_high,36,36,1
CAD_JPY,2025-07-02 08:00:00,2025-07-01,2025-07-01,2025-07-01,d1_bars_since_swing_low,27,27,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_trend_state,1,1,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_pos_in_20d_range,0.2995616993,0.2995616993,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_ret_5d_atr,-0.6979513388,-0.6979513388,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_rsi_14,46.19207605,46.19207605,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_close_above_kijun,0,0,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_bars_since_swing_high,15,15,1
EUR_AUD,2023-01-11 12:00:00,2023-01-10,2023-01-10,2023-01-10,d1_bars_since_swing_low,28,28,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_trend_state,1,1,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_pos_in_20d_range,0.2653223667,0.2653223667,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_ret_5d_atr,0.5399930652,0.5399930652,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_rsi_14,38.05364637,38.05364637,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_close_above_kijun,0,0,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_bars_since_swing_high,27,27,1
NZD_CAD,2021-04-05 04:00:00,2021-04-04,2021-04-02,2021-04-02,d1_bars_since_swing_low,32,32,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_trend_state,1,1,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_pos_in_20d_range,0.5166109253,0.5166109253,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_ret_5d_atr,-1.352400725,-1.352400725,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_rsi_14,48.8556346,48.8556346,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_close_above_kijun,1,1,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_bars_since_swing_high,28,28,1
GBP_AUD,2025-07-07 20:00:00,2025-07-06,2025-07-04,2025-07-04,d1_bars_since_swing_low,11,11,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_trend_state,1,1,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_pos_in_20d_range,0.6243542435,0.6243542435,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_ret_5d_atr,-0.6985496606,-0.6985496606,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_rsi_14,55.65391048,55.65391048,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_close_above_kijun,1,1,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_bars_since_swing_high,17,17,1
NZD_CAD,2022-03-31 00:00:00,2022-03-30,2022-03-30,2022-03-30,d1_bars_since_swing_low,42,42,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_trend_state,0,0,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_pos_in_20d_range,0.2724416517,0.2724416517,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_ret_5d_atr,-2.067137655,-2.067137655,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_rsi_14,34.82627343,34.82627343,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_close_above_kijun,0,0,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_bars_since_swing_high,15,15,1
GBP_AUD,2020-12-15 00:00:00,2020-12-14,2020-12-14,2020-12-14,d1_bars_since_swing_low,25,25,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_trend_state,1,1,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_pos_in_20d_range,0.9538999345,0.9538999345,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_ret_5d_atr,4.361664144,4.361664144,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_rsi_14,64.16403339,64.16403339,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_close_above_kijun,1,1,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_bars_since_swing_high,23,23,1
USD_CAD,2022-06-15 04:00:00,2022-06-14,2022-06-14,2022-06-14,d1_bars_since_swing_low,38,38,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_trend_state,1,1,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_pos_in_20d_range,0.8937955399,0.8937955399,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_ret_5d_atr,1.239493662,1.239493662,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_rsi_14,60.67282668,60.67282668,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_close_above_kijun,1,1,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_bars_since_swing_high,17,17,1
GBP_JPY,2025-06-09 20:00:00,2025-06-08,2025-06-06,2025-06-06,d1_bars_since_swing_low,42,42,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_trend_state,0,0,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_pos_in_20d_range,0.1448900388,0.1448900388,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_ret_5d_atr,-0.7593214148,-0.7593214148,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_rsi_14,42.12986057,42.12986057,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_close_above_kijun,0,0,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_bars_since_swing_high,28,28,1
CAD_CHF,2021-09-22 16:00:00,2021-09-21,2021-09-21,2021-09-21,d1_bars_since_swing_low,22,22,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_trend_state,0,0,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_pos_in_20d_range,0.4354189535,0.4354189535,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_ret_5d_atr,-1.614601518,-1.614601518,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_rsi_14,49.38739933,49.38739933,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_close_above_kijun,0,0,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_bars_since_swing_high,29,29,1
NZD_USD,2023-05-17 00:00:00,2023-05-16,2023-05-16,2023-05-16,d1_bars_since_swing_low,13,13,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_trend_state,0,0,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_pos_in_20d_range,0.5524311658,0.5524311658,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_ret_5d_atr,0.07179132104,0.07179132104,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_rsi_14,49.00081312,49.00081312,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_close_above_kijun,1,1,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_bars_since_swing_high,56,56,1
GBP_AUD,2022-07-13 00:00:00,2022-07-12,2022-07-12,2022-07-12,d1_bars_since_swing_low,25,25,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_trend_state,0,0,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_pos_in_20d_range,0.3918786693,0.3918786693,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_ret_5d_atr,-0.8451290538,-0.8451290538,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_rsi_14,47.97200663,47.97200663,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_close_above_kijun,0,0,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_bars_since_swing_high,35,35,1
AUD_NZD,2022-08-05 20:00:00,2022-08-04,2022-08-04,2022-08-04,d1_bars_since_swing_low,32,32,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_trend_state,0,0,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_pos_in_20d_range,0.7034668462,0.7034668462,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_ret_5d_atr,0.06102181888,0.06102181888,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_rsi_14,57.02401379,57.02401379,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_close_above_kijun,1,1,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_bars_since_swing_high,34,34,1
GBP_JPY,2023-11-30 16:00:00,2023-11-29,2023-11-29,2023-11-29,d1_bars_since_swing_low,22,22,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_trend_state,1,1,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_pos_in_20d_range,0.1578498294,0.1578498294,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_ret_5d_atr,-2.000290244,-2.000290244,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_rsi_14,33.75755919,33.75755919,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_close_above_kijun,0,0,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_bars_since_swing_high,14,14,1
AUD_CAD,2022-10-13 20:00:00,2022-10-12,2022-10-12,2022-10-12,d1_bars_since_swing_low,24,24,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_trend_state,0,0,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_pos_in_20d_range,0.5152087663,0.5152087663,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_ret_5d_atr,-0.1225873445,-0.1225873445,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_rsi_14,50.79696787,50.79696787,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_close_above_kijun,1,1,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_bars_since_swing_high,36,36,1
CAD_JPY,2022-11-03 08:00:00,2022-11-02,2022-11-02,2022-11-02,d1_bars_since_swing_low,29,29,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_trend_state,1,1,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_pos_in_20d_range,0.1110178971,0.1110178971,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_ret_5d_atr,-2.496348516,-2.496348516,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_rsi_14,19.52255209,19.52255209,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_close_above_kijun,0,0,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_bars_since_swing_high,18,18,1
NZD_CHF,2024-07-31 16:00:00,2024-07-30,2024-07-30,2024-07-30,d1_bars_since_swing_low,30,30,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_trend_state,0,0,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_pos_in_20d_range,0.7788629229,0.7788629229,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_ret_5d_atr,0.300494049,0.300494049,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_rsi_14,61.76955042,61.76955042,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_close_above_kijun,1,1,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_bars_since_swing_high,53,53,1
AUD_NZD,2022-05-18 00:00:00,2022-05-17,2022-05-17,2022-05-17,d1_bars_since_swing_low,16,16,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_trend_state,1,1,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_pos_in_20d_range,0.2299690128,0.2299690128,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_ret_5d_atr,-1.709705438,-1.709705438,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_rsi_14,40.74334508,40.74334508,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_close_above_kijun,0,0,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_bars_since_swing_high,11,11,1
GBP_CAD,2024-11-15 04:00:00,2024-11-14,2024-11-14,2024-11-14,d1_bars_since_swing_low,30,30,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_trend_state,1,1,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_pos_in_20d_range,0.2407216495,0.2407216495,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_ret_5d_atr,-0.28288394,-0.28288394,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_rsi_14,33.42991276,33.42991276,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_close_above_kijun,0,0,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_bars_since_swing_high,70,70,1
AUD_NZD,2021-09-20 12:00:00,2021-09-19,2021-09-17,2021-09-17,d1_bars_since_swing_low,79,79,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_trend_state,1,1,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_pos_in_20d_range,0.5566739606,0.5566739606,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_ret_5d_atr,0.1870589118,0.1870589118,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_rsi_14,45.56793823,45.56793823,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_close_above_kijun,0,0,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_bars_since_swing_high,29,29,1
NZD_CHF,2022-07-20 00:00:00,2022-07-19,2022-07-19,2022-07-19,d1_bars_since_swing_low,12,12,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_trend_state,0,0,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_pos_in_20d_range,0.329676512,0.329676512,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_ret_5d_atr,-0.2257337308,-0.2257337308,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_rsi_14,49.00049798,49.00049798,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_close_above_kijun,0,0,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_bars_since_swing_high,23,23,1
USD_JPY,2023-11-06 00:00:00,2023-11-05,2023-11-03,2023-11-03,d1_bars_since_swing_low,23,23,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_trend_state,1,1,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_pos_in_20d_range,0.2177385456,0.2177385456,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_ret_5d_atr,0.3678403339,0.3678403339,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_rsi_14,49.51270434,49.51270434,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_close_above_kijun,0,0,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_bars_since_swing_high,14,14,1
GBP_CAD,2023-08-04 12:00:00,2023-08-03,2023-08-03,2023-08-03,d1_bars_since_swing_low,24,24,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_trend_state,0,0,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_pos_in_20d_range,0.1814159292,0.1814159292,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_ret_5d_atr,-0.4605200667,-0.4605200667,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_rsi_14,34.95356457,34.95356457,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_close_above_kijun,0,0,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_bars_since_swing_high,24,24,1
AUD_JPY,2023-03-21 08:00:00,2023-03-20,2023-03-20,2023-03-20,d1_bars_since_swing_low,26,26,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_trend_state,1,1,1
GBP_CAD,2022-03-15 00:00:00,2022-03-14,2022-03-14,2022-03-14,d1_pos_in_20d_range,0.1235177866,0.1235177866,1
